"region","FoodGroup","Year","AggProduction","AggFinalSupply","grpRegion"
"Sao Tome and Principe","Oilseeds and Pulses",2014,621.073877279926,285.42,"Sub-Saharan Africa"
"Saudi Arabia","Cereals",2014,88.1462948707167,358.47,"N.Africa, W.Asia/C.Asia"
"Saudi Arabia","Dairy and Eggs",2014,145.130351008843,134.88,"N.Africa, W.Asia/C.Asia"
"Saudi Arabia","Fish and Seafood",2014,5.45779322435197,24.75,"N.Africa, W.Asia/C.Asia"
"Saudi Arabia","Fruits and Vegetables",2014,165.288974369756,266.61,"N.Africa, W.Asia/C.Asia"
"Saudi Arabia","Meat",2014,58.6566056746214,122.91,"N.Africa, W.Asia/C.Asia"
"Saudi Arabia","Oilseeds and Pulses",2014,9.33106583518239,55.14,"N.Africa, W.Asia/C.Asia"
"Senegal","Cereals",2014,160.128289478326,425.39,"Sub-Saharan Africa"
"Senegal","Dairy and Eggs",2014,22.0800399160761,24.81,"Sub-Saharan Africa"
"Senegal","Fish and Seafood",2014,58.8801064428695,41.87,"Sub-Saharan Africa"
"Senegal","Fruits and Vegetables",2014,141.504255809983,161.8,"Sub-Saharan Africa"
"Senegal","Meat",2014,30.0800543784225,32.26,"Sub-Saharan Africa"
"Senegal","Oilseeds and Pulses",2014,134.976244008708,61.24,"Sub-Saharan Africa"
"Serbia","Cereals",2014,2218.54455013267,288.77,"Europe"
"Serbia","Dairy and Eggs",2014,348.160913501358,349.36,"Europe"
"Serbia","Fish and Seafood",2014,2.24291071655341,13.3,"Europe"
"Serbia","Fruits and Vegetables",2014,464.996171736367,364.07,"Europe"
"Serbia","Meat",2014,119.791822361375,125.44,"Europe"
"Serbia","Oilseeds and Pulses",2014,296.268115559282,29.94,"Europe"
"Sierra Leone","Cereals",2014,338.199405741647,418.12,"Sub-Saharan Africa"
"Sierra Leone","Dairy and Eggs",2014,46.2826403881918,49.62,"Sub-Saharan Africa"
"Sierra Leone","Fish and Seafood",2014,53.2638207819414,57.96,"Sub-Saharan Africa"
"Sierra Leone","Fruits and Vegetables",2014,154.749498728116,160.07,"Sub-Saharan Africa"
"Sierra Leone","Meat",2014,13.5745174322909,18.93,"Sub-Saharan Africa"
"Sierra Leone","Oilseeds and Pulses",2014,122.170656890618,61.95,"Sub-Saharan Africa"
"Slovakia","Cereals",2014,1575.64238229443,257.97,"Europe"
"Slovakia","Dairy and Eggs",2014,351.089685565871,311.62,"Europe"
"Slovakia","Fish and Seafood",2014,1.00263594164456,16.89,"Europe"
"Slovakia","Fruits and Vegetables",2014,68.5134560123784,217.05,"Europe"
"Slovakia","Meat",2014,60.9936864500442,124.11,"Europe"
"Slovakia","Oilseeds and Pulses",2014,274.889354000884,28.35,"Europe"
"Slovenia","Cereals",2014,573.05409457845,293.92,"Europe"
"Slovenia","Dairy and Eggs",2014,576.125594319682,484.91,"Europe"
"Slovenia","Fish and Seafood",2014,1.31635703195662,22.35,"Europe"
"Slovenia","Fruits and Vegetables",2014,268.97562019647,398.71,"Europe"
"Slovenia","Meat",2014,136.023559968851,177.08,"Europe"
"Slovenia","Oilseeds and Pulses",2014,28.082283348408,31.16,"Europe"
"Small Island Developing States","Cereals",2014,149.1393,274.88,NA
"Small Island Developing States","Dairy and Eggs",2014,79.36348,114.16,NA
"Small Island Developing States","Fish and Seafood",2014,33.04561,26,NA
"Small Island Developing States","Fruits and Vegetables",2014,490.4949,403.34,NA
"Small Island Developing States","Meat",2014,55.92483,89,NA
"Small Island Developing States","Oilseeds and Pulses",2014,154.5601,72.64,NA
"Solomon Islands","Cereals",2014,9.271496,244.86,NA
"Solomon Islands","Dairy and Eggs",2014,12.36199,14.48,NA
"Solomon Islands","Fish and Seafood",2014,264.2376,74.49,NA
"Solomon Islands","Fruits and Vegetables",2014,111.258,123.99,NA
"Solomon Islands","Meat",2014,10.81675,25.98,NA
"Solomon Islands","Oilseeds and Pulses",2014,2144.806,163.64,NA
"South Africa","Cereals",2014,557.0426,378.24,"Sub-Saharan Africa"
"South Africa","Dairy and Eggs",2014,126.4706,113.8,"Sub-Saharan Africa"
"South Africa","Fish and Seafood",2014,20.60719,14.39,"Sub-Saharan Africa"
"South Africa","Fruits and Vegetables",2014,321.7981,140.21,"Sub-Saharan Africa"
"South Africa","Meat",2014,116.142,132.42,"Sub-Saharan Africa"
"South Africa","Oilseeds and Pulses",2014,90.44542,34.84,"Sub-Saharan Africa"
"South America","Cereals",2014,817.7763,265.54,NA
"South America","Dairy and Eggs",2014,311.5511,290.5,NA
"South America","Fish and Seafood",2014,50.99296,20.46,NA
"South America","Fruits and Vegetables",2014,481.0232,321.77,NA
"South America","Meat",2014,204.8963,172.12,NA
"South America","Oilseeds and Pulses",2014,917.4911,69.12,NA
"South-Eastern Asia","Cereals",2014,734.0147,474.85,NA
"South-Eastern Asia","Dairy and Eggs",2014,29.97657,28.78,NA
"South-Eastern Asia","Fish and Seafood",2014,116.7028,70.57,NA
"South-Eastern Asia","Fruits and Vegetables",2014,296.552,275.7,NA
"South-Eastern Asia","Meat",2014,60.16641,66.58,NA
"South-Eastern Asia","Oilseeds and Pulses",2014,1067.219,83.93,NA
"Southern Africa","Cereals",2014,500.2153,365.03,NA
"Southern Africa","Dairy and Eggs",2014,127.3092,119.34,NA
"Southern Africa","Fish and Seafood",2014,32.43044,14.19,NA
"Southern Africa","Fruits and Vegetables",2014,295.2515,140.22,NA
"Southern Africa","Meat",2014,108.389,124.15,NA
"Southern Africa","Oilseeds and Pulses",2014,80.7398,34.33,NA
"Southern Asia","Cereals",2014,433.1618,371.64,NA
"Southern Asia","Dairy and Eggs",2014,211.4341,187.72,NA
"Southern Asia","Fish and Seafood",2014,15.87784,15.01,NA
"Southern Asia","Fruits and Vegetables",2014,280.9731,258.04,NA
"Southern Asia","Meat",2014,16.74361,14.84,NA
"Southern Asia","Oilseeds and Pulses",2014,96.32136,55.14,NA
"Southern Europe","Cereals",2014,742.2968,277.13,NA
"Southern Europe","Dairy and Eggs",2014,370.6475,448.52,NA
"Southern Europe","Fish and Seafood",2014,25.78551,61.87,NA
"Southern Europe","Fruits and Vegetables",2014,938.1481,470.72,NA
"Southern Europe","Meat",2014,151.3699,173.09,NA
"Southern Europe","Oilseeds and Pulses",2014,188.2817,74.59,NA
"Spain","Cereals",2014,800.2121,227.92,"Europe"
"Spain","Dairy and Eggs",2014,338.9004,340.11,"Europe"
"Spain","Fish and Seafood",2014,52.57562,88.19,"Europe"
"Spain","Fruits and Vegetables",2014,1244.807,423.95,"Europe"
"Spain","Meat",2014,249.2833,201.91,"Europe"
"Spain","Oilseeds and Pulses",2014,245.3852,84.18,"Europe"
"Sri Lanka","Cereals",2014,316.4247,432.17,"SE Asia"
"Sri Lanka","Dairy and Eggs",2014,33.12183,25.99,"SE Asia"
"Sri Lanka","Fish and Seafood",2014,49.04998,61.31,"SE Asia"
"Sri Lanka","Fruits and Vegetables",2014,158.2342,169.53,"SE Asia"
"Sri Lanka","Meat",2014,16.58273,16.21,"SE Asia"
"Sri Lanka","Oilseeds and Pulses",2014,269.513,168.76,"SE Asia"
"Sudan","Cereals",2014,385.255,253.57,"Sub-Saharan Africa"
"Sudan","Dairy and Eggs",2014,212.3346,225.37,"Sub-Saharan Africa"
"Sudan","Fish and Seafood",2014,1.696001,2.02,"Sub-Saharan Africa"
"Sudan","Fruits and Vegetables",2014,303.1781,302.08,"Sub-Saharan Africa"
"Sudan","Meat",2014,51.11891,54.86,"Sub-Saharan Africa"
"Sudan","Oilseeds and Pulses",2014,163.8433,54.56,"Sub-Saharan Africa"
"Suriname","Cereals",2014,905.1026,322.63,"Latin America"
"Suriname","Dairy and Eggs",2014,26.23486,35.44,"Latin America"
"Suriname","Fish and Seafood",2014,132.814,34.43,"Latin America"
"Suriname","Fruits and Vegetables",2014,514.8591,327.69,"Latin America"
"Suriname","Meat",2014,42.63164,101.46,"Latin America"
"Suriname","Oilseeds and Pulses",2014,52.46972,52.27,"Latin America"
"Sweden","Cereals",2014,1081.082,201.34,"Europe"
"Sweden","Dairy and Eggs",2014,594.4547,716.24,"Europe"
"Sweden","Fish and Seafood",2014,37.90807,70.1,"Europe"
"Sweden","Fruits and Vegetables",2014,77.50094,313.51,"Europe"
"Sweden","Meat",2014,130.5722,178.87,"Europe"
"Sweden","Oilseeds and Pulses",2014,96.31457,25.32,"Europe"
"Switzerland","Cereals",2014,219.7762,209.1,"Europe"
"Switzerland","Dairy and Eggs",2014,959.5864,685.87,"Europe"
"Switzerland","Fish and Seafood",2014,0.8844114,33.87,"Europe"
"Switzerland","Fruits and Vegetables",2014,190.8118,350.06,"Europe"
"Switzerland","Meat",2014,137.0838,163.03,"Europe"
"Switzerland","Oilseeds and Pulses",2014,41.67789,52.06,"Europe"
"Tajikistan","Cereals",2014,276.4591,297.67,"N.Africa, W.Asia/C.Asia"
"Tajikistan","Dairy and Eggs",2014,206.2176,113.16,"N.Africa, W.Asia/C.Asia"
"Tajikistan","Fish and Seafood",2014,0.4396964,1.21,"N.Africa, W.Asia/C.Asia"
"Tajikistan","Fruits and Vegetables",2014,599.5261,433.97,"N.Africa, W.Asia/C.Asia"
"Tajikistan","Meat",2014,26.38179,35.69,"N.Africa, W.Asia/C.Asia"
"Tajikistan","Oilseeds and Pulses",2014,70.02166,23.55,"N.Africa, W.Asia/C.Asia"
"Thailand","Cereals",2014,1012.503,392.02,"SE Asia"
"Thailand","Dairy and Eggs",2014,58.2311,54.75,"SE Asia"
"Thailand","Fish and Seafood",2014,68.3715,47.49,"SE Asia"
"Thailand","Fruits and Vegetables",2014,369.4818,258.69,"SE Asia"
"Thailand","Meat",2014,79.57234,61.79,"SE Asia"
"Thailand","Oilseeds and Pulses",2014,434.7118,49.42,"SE Asia"
"Timor-Leste","Cereals",2014,295.0999,413.04,"SE Asia"
"Timor-Leste","Dairy and Eggs",2014,10.81518,6.3,"SE Asia"
"Timor-Leste","Fish and Seafood",2014,7.725128,13.92,"SE Asia"
"Timor-Leste","Fruits and Vegetables",2014,73.38872,80.51,"SE Asia"
"Timor-Leste","Meat",2014,56.39344,66.96,"SE Asia"
"Timor-Leste","Oilseeds and Pulses",2014,40.17067,32.48,"SE Asia"
"Togo","Cereals",2014,333.3632,309.55,"Sub-Saharan Africa"
"Togo","Dairy and Eggs",2014,23.38499,17.22,"Sub-Saharan Africa"
"Togo","Fish and Seafood",2014,4.956601,21.11,"Sub-Saharan Africa"
"Togo","Fruits and Vegetables",2014,53.50587,57.24,"Sub-Saharan Africa"
"Togo","Meat",2014,19.44513,27.03,"Sub-Saharan Africa"
"Togo","Oilseeds and Pulses",2014,130.2696,53.09,"Sub-Saharan Africa"
"Trinidad and Tobago","Cereals",2014,14.64974,257.64,"North America and Oceania"
"Trinidad and Tobago","Dairy and Eggs",2014,9.32256,69.92,"North America and Oceania"
"Trinidad and Tobago","Fish and Seafood",2014,17.31333,46.74,"North America and Oceania"
"Trinidad and Tobago","Fruits and Vegetables",2014,109.873,183.41,"North America and Oceania"
"Trinidad and Tobago","Meat",2014,94.5574,151.06,"North America and Oceania"
"Trinidad and Tobago","Oilseeds and Pulses",2014,40.61973,75.23,"North America and Oceania"
"Tunisia","Cereals",2014,385.4831,420.98,"N.Africa, W.Asia/C.Asia"
"Tunisia","Dairy and Eggs",2014,237.9647,240.81,"N.Africa, W.Asia/C.Asia"
"Tunisia","Fish and Seafood",2014,20.25406,27.6,"N.Africa, W.Asia/C.Asia"
"Tunisia","Fruits and Vegetables",2014,795.3203,738.41,"N.Africa, W.Asia/C.Asia"
"Tunisia","Meat",2014,64.20618,64.32,"N.Africa, W.Asia/C.Asia"
"Tunisia","Oilseeds and Pulses",2014,124.1484,75.9,"N.Africa, W.Asia/C.Asia"
"Turkey","Cereals",2014,769.0179,386.21,"N.Africa, W.Asia/C.Asia"
"Turkey","Dairy and Eggs",2014,465.1908,388.44,"N.Africa, W.Asia/C.Asia"
"Turkey","Fish and Seafood",2014,12.59241,10.15,"N.Africa, W.Asia/C.Asia"
"Turkey","Fruits and Vegetables",2014,1000.756,712.93,"N.Africa, W.Asia/C.Asia"
"Turkey","Meat",2014,81.52174,78.11,"N.Africa, W.Asia/C.Asia"
"Turkey","Oilseeds and Pulses",2014,194.2896,76.59,"N.Africa, W.Asia/C.Asia"
"Turkmenistan","Cereals",2014,468.0035,412.59,"N.Africa, W.Asia/C.Asia"
"Turkmenistan","Dairy and Eggs",2014,715.7799,283.54,"N.Africa, W.Asia/C.Asia"
"Turkmenistan","Fish and Seafood",2014,4.978761,7.28,"N.Africa, W.Asia/C.Asia"
"Turkmenistan","Fruits and Vegetables",2014,446.097,421.34,"N.Africa, W.Asia/C.Asia"
"Turkmenistan","Meat",2014,119.4903,129.29,"N.Africa, W.Asia/C.Asia"
"Turkmenistan","Oilseeds and Pulses",2014,159.9842,20.2,"N.Africa, W.Asia/C.Asia"
"Uganda","Cereals",2014,176.0225,150.38,"Sub-Saharan Africa"
"Uganda","Dairy and Eggs",2014,74.17425,76.27,"Sub-Saharan Africa"
"Uganda","Fish and Seafood",2014,28.11642,28.87,"Sub-Saharan Africa"
"Uganda","Fruits and Vegetables",2014,315.474,308.41,"Sub-Saharan Africa"
"Uganda","Meat",2014,24.72475,26,"Sub-Saharan Africa"
"Uganda","Oilseeds and Pulses",2014,100.6931,82.76,"Sub-Saharan Africa"
"Ukraine","Cereals",2014,2551.012,255.45,"Europe"
"Ukraine","Dairy and Eggs",2014,495.7876,324.73,"Europe"
"Ukraine","Fish and Seafood",2014,6.716682,25.32,"Europe"
"Ukraine","Fruits and Vegetables",2014,515.3344,464.83,"Europe"
"Ukraine","Meat",2014,106.2402,109.3,"Europe"
"Ukraine","Oilseeds and Pulses",2014,879.7043,31.72,"Europe"
"United Arab Emirates","Cereals",2014,0.5907325,324.32,"N.Africa, W.Asia/C.Asia"
"United Arab Emirates","Dairy and Eggs",2014,40.07136,102.3,"N.Africa, W.Asia/C.Asia"
"United Arab Emirates","Fish and Seafood",2014,14.27604,50.89,"N.Africa, W.Asia/C.Asia"
"United Arab Emirates","Fruits and Vegetables",2014,142.0712,413.74,"N.Africa, W.Asia/C.Asia"
"United Arab Emirates","Meat",2014,33.17948,134.47,"N.Africa, W.Asia/C.Asia"
"United Arab Emirates","Oilseeds and Pulses",2014,43.5173,98.27,"N.Africa, W.Asia/C.Asia"
"United Kingdom","Cereals",2014,679.6221,236.67,"Europe"
"United Kingdom","Dairy and Eggs",2014,439.6078,475.06,"Europe"
"United Kingdom","Fish and Seafood",2014,23.33722,40.25,"Europe"
"United Kingdom","Fruits and Vegetables",2014,95.51206,343.81,"Europe"
"United Kingdom","Meat",2014,117.4488,160.56,"Europe"
"United Kingdom","Oilseeds and Pulses",2014,105.3988,36.26,"Europe"
"United Republic of Tanzania","Cereals",2014,393.4662,237.67,"Sub-Saharan Africa"
"United Republic of Tanzania","Dairy and Eggs",2014,81.47505,87.91,"Sub-Saharan Africa"
"United Republic of Tanzania","Fish and Seafood",2014,18.75724,12.67,"Sub-Saharan Africa"
"United Republic of Tanzania","Fruits and Vegetables",2014,291.9447,259.94,"Sub-Saharan Africa"
"United Republic of Tanzania","Meat",2014,21.78963,23.18,"Sub-Saharan Africa"
"United Republic of Tanzania","Oilseeds and Pulses",2014,317.7109,99.59,"Sub-Saharan Africa"
"United States of America","Cereals",2014,2522.956,221.16,"North America and Oceania"
"United States of America","Dairy and Eggs",2014,568.8897,532.33,"North America and Oceania"
"United States of America","Fish and Seafood",2014,30.98977,43.7,"North America and Oceania"
"United States of America","Fruits and Vegetables",2014,366.235,415.17,"North America and Oceania"
"United States of America","Meat",2014,275.062,240.25,"North America and Oceania"
"United States of America","Oilseeds and Pulses",2014,775.2111,62.85,"North America and Oceania"
"Uruguay","Cereals",2014,2144.148,308.03,"Latin America"
"Uruguay","Dairy and Eggs",2014,1225.075,441.35,"Latin America"
"Uruguay","Fish and Seafood",2014,34.682,18.43,"Latin America"
"Uruguay","Fruits and Vegetables",2014,351.6221,271.66,"Latin America"
"Uruguay","Meat",2014,389.5055,130.91,"Latin America"
"Uruguay","Oilseeds and Pulses",2014,1714.891,40.15,"Latin America"
"Uzbekistan","Cereals",2014,470.5518,381.56,"N.Africa, W.Asia/C.Asia"
"Uzbekistan","Dairy and Eggs",2014,519.9863,432.62,"N.Africa, W.Asia/C.Asia"
"Uzbekistan","Fish and Seafood",2014,2.743047,3.83,"N.Africa, W.Asia/C.Asia"
"Uzbekistan","Fruits and Vegetables",2014,889.5225,777.92,"N.Africa, W.Asia/C.Asia"
"Uzbekistan","Meat",2014,73.85356,78.25,"N.Africa, W.Asia/C.Asia"
"Uzbekistan","Oilseeds and Pulses",2014,143.2646,26.75,"N.Africa, W.Asia/C.Asia"
"Vanuatu","Cereals",2014,6.875478,168.85,"North America and Oceania"
"Vanuatu","Dairy and Eggs",2014,27.50191,40.5,"North America and Oceania"
"Vanuatu","Fish and Seafood",2014,395.34,61.47,"North America and Oceania"
"Vanuatu","Fruits and Vegetables",2014,240.6417,262.66,"North America and Oceania"
"Vanuatu","Meat",2014,61.87931,83.78,"North America and Oceania"
"Vanuatu","Oilseeds and Pulses",2014,2372.04,327.17,"North America and Oceania"
"Venezuela (Bolivarian Republic of)","Cereals",2014,217.2922,279.78,NA
"Venezuela (Bolivarian Republic of)","Dairy and Eggs",2014,137.8459,246.56,NA
"Venezuela (Bolivarian Republic of)","Fish and Seafood",2014,14.5244,22.2,NA
"Venezuela (Bolivarian Republic of)","Fruits and Vegetables",2014,280.2514,281.63,NA
"Venezuela (Bolivarian Republic of)","Meat",2014,104.6602,151.23,NA
"Venezuela (Bolivarian Republic of)","Oilseeds and Pulses",2014,54.53443,45.57,NA
"Viet Nam","Cereals",2014,992.6785,477.88,"SE Asia"
"Viet Nam","Dairy and Eggs",2014,19.62468,18.23,"SE Asia"
"Viet Nam","Fish and Seafood",2014,120.1913,61.85,"SE Asia"
"Viet Nam","Fruits and Vegetables",2014,452.6536,459.05,"SE Asia"
"Viet Nam","Meat",2014,100.1314,137.96,"SE Asia"
"Viet Nam","Oilseeds and Pulses",2014,73.83984,45.97,"SE Asia"
"Western Africa","Cereals",2014,299.2994,320.2,NA
"Western Africa","Dairy and Eggs",2014,30.78537,32.53,NA
"Western Africa","Fish and Seafood",2014,15.88427,26.18,NA
"Western Africa","Fruits and Vegetables",2014,244.7089,247.61,NA
"Western Africa","Meat",2014,20.73117,26.07,NA
"Western Africa","Oilseeds and Pulses",2014,192.7789,64.21,NA
"Western Asia","Cereals",2014,369.2282,360.51,NA
"Western Asia","Dairy and Eggs",2014,238.4943,219.48,NA
"Western Asia","Fish and Seafood",2014,10.41471,16.18,NA
"Western Asia","Fruits and Vegetables",2014,528.3114,452.64,NA
"Western Asia","Meat",2014,58.73428,82.69,NA
"Western Asia","Oilseeds and Pulses",2014,78.82495,57.57,NA
"Western Europe","Cereals",2014,1295.358,236.74,NA
"Western Europe","Dairy and Eggs",2014,824.1647,564.09,NA
"Western Europe","Fish and Seafood",2014,13.65523,44.05,NA
"Western Europe","Fruits and Vegetables",2014,304.9621,344.92,NA
"Western Europe","Meat",2014,229.106,189.67,NA
"Western Europe","Oilseeds and Pulses",2014,220.2067,42.1,NA
"World","Cereals",2014,716.0456,348.55,NA
"World","Dairy and Eggs",2014,220.5983,193.8,NA
"World","Fish and Seafood",2014,48.23184,40.23,NA
"World","Fruits and Vegetables",2014,471.6828,426.77,NA
"World","Meat",2014,91.09011,91.83,NA
"World","Oilseeds and Pulses",2014,293.8839,54.22,NA
"Yemen","Cereals",2014,49.18231,338.42,"N.Africa, W.Asia/C.Asia"
"Yemen","Dairy and Eggs",2014,32.24955,35.28,"N.Africa, W.Asia/C.Asia"
"Yemen","Fish and Seafood",2014,15.42217,10.91,"N.Africa, W.Asia/C.Asia"
"Yemen","Fruits and Vegetables",2014,121.9721,136.17,"N.Africa, W.Asia/C.Asia"
"Yemen","Meat",2014,35.30588,45.87,"N.Africa, W.Asia/C.Asia"
"Yemen","Oilseeds and Pulses",2014,10.25803,24.77,"N.Africa, W.Asia/C.Asia"
"Zambia","Cereals",2014,432.038,290.95,"Sub-Saharan Africa"
"Zambia","Dairy and Eggs",2014,55.07984,31.86,"Sub-Saharan Africa"
"Zambia","Fish and Seafood",2014,11.78178,21.14,"Sub-Saharan Africa"
"Zambia","Fruits and Vegetables",2014,62.67909,69.49,"Sub-Saharan Africa"
"Zambia","Meat",2014,44.35842,31.49,"Sub-Saharan Africa"
"Zambia","Oilseeds and Pulses",2014,63.26818,38.67,"Sub-Saharan Africa"
"Zimbabwe","Cereals",2014,165.5897,304.48,"Sub-Saharan Africa"
"Zimbabwe","Dairy and Eggs",2014,60.29333,65.19,"Sub-Saharan Africa"
"Zimbabwe","Fish and Seafood",2014,3.338501,6.79,"Sub-Saharan Africa"
"Zimbabwe","Fruits and Vegetables",2014,67.23742,63.38,"Sub-Saharan Africa"
"Zimbabwe","Meat",2014,35.25457,39.21,"Sub-Saharan Africa"
"Zimbabwe","Oilseeds and Pulses",2014,44.06822,36.22,"Sub-Saharan Africa"
"Afghanistan","Cereals",2015,306.3176,349.47,"N.Africa, W.Asia/C.Asia"
"Afghanistan","Dairy and Eggs",2015,117.9402,118.88,"N.Africa, W.Asia/C.Asia"
"Afghanistan","Fish and Seafood",2015,0.3690573,0.42,"N.Africa, W.Asia/C.Asia"
"Afghanistan","Fruits and Vegetables",2015,150.2327,160.5,"N.Africa, W.Asia/C.Asia"
"Afghanistan","Meat",2015,20.35087,25.17,"N.Africa, W.Asia/C.Asia"
"Afghanistan","Oilseeds and Pulses",2015,12.83792,13.55,"N.Africa, W.Asia/C.Asia"
"Africa","Cereals",2015,310.2773,324.72,NA
"Africa","Dairy and Eggs",2015,76.73251,79.03,NA
"Africa","Fish and Seafood",2015,17.61754,21.78,NA
"Africa","Fruits and Vegetables",2015,301.0347,271.49,NA
"Africa","Meat",2015,34.39228,40.25,NA
"Africa","Oilseeds and Pulses",2015,130.7958,55.85,NA
"Albania","Cereals",2015,436.2507,296.27,"Europe"
"Albania","Dairy and Eggs",2015,744.4509,736.27,"Europe"
"Albania","Fish and Seafood",2015,4.080043,10.7,"Europe"
"Albania","Fruits and Vegetables",2015,950.65,861.63,"Europe"
"Albania","Meat",2015,69.04688,99.18,"Europe"
"Albania","Oilseeds and Pulses",2015,64.02529,58.42,"Europe"
"Algeria","Cereals",2015,171.7868,441.77,"N.Africa, W.Asia/C.Asia"
"Algeria","Dairy and Eggs",2015,175.7601,268.3,"N.Africa, W.Asia/C.Asia"
"Algeria","Fish and Seafood",2015,4.429968,8.32,"N.Africa, W.Asia/C.Asia"
"Algeria","Fruits and Vegetables",2015,561.8067,594.94,"N.Africa, W.Asia/C.Asia"
"Algeria","Meat",2015,36.74133,42.35,"N.Africa, W.Asia/C.Asia"
"Algeria","Oilseeds and Pulses",2015,29.82236,54.91,"N.Africa, W.Asia/C.Asia"
"Americas","Cereals",2015,1363.673,258.44,NA
"Americas","Dairy and Eggs",2015,373.7775,360.02,NA
"Americas","Fish and Seafood",2015,39.07314,29.44,NA
"Americas","Fruits and Vegetables",2015,440.9228,356.29,NA
"Americas","Meat",2015,206.5192,186.48,NA
"Americas","Oilseeds and Pulses",2015,772.0339,62.83,NA
"Angola","Cereals",2015,131.4366,197.76,"Sub-Saharan Africa"
"Angola","Dairy and Eggs",2015,14.41248,21.97,"Sub-Saharan Africa"
"Angola","Fish and Seafood",2015,32.46874,45.43,"Sub-Saharan Africa"
"Angola","Fruits and Vegetables",2015,342.8412,192.77,"Sub-Saharan Africa"
"Angola","Meat",2015,21.17951,56.67,"Sub-Saharan Africa"
"Angola","Oilseeds and Pulses",2015,71.76958,40.84,"Sub-Saharan Africa"
"Antigua and Barbuda","Cereals",2015,0,173.09,"North America and Oceania"
"Antigua and Barbuda","Dairy and Eggs",2015,116.3431,171.84,"North America and Oceania"
"Antigua and Barbuda","Fish and Seafood",2015,106.6478,107.18,"North America and Oceania"
"Antigua and Barbuda","Fruits and Vegetables",2015,232.6861,385.37,"North America and Oceania"
"Antigua and Barbuda","Meat",2015,9.695255,149.51,"North America and Oceania"
"Antigua and Barbuda","Oilseeds and Pulses",2015,0,32.11,"North America and Oceania"
"Argentina","Cereals",2015,2363.144,263.58,"Latin America"
"Argentina","Dairy and Eggs",2015,541.1888,423.95,"Latin America"
"Argentina","Fish and Seafood",2015,34.45479,14.42,"Latin America"
"Argentina","Fruits and Vegetables",2015,482.8515,314.15,"Latin America"
"Argentina","Meat",2015,268.4567,234.84,"Latin America"
"Argentina","Oilseeds and Pulses",2015,3217.248,31.68,"Latin America"
"Armenia","Cereals",2015,369.6278,290.27,"Europe"
"Armenia","Dairy and Eggs",2015,475.0585,412.14,"Europe"
"Armenia","Fish and Seafood",2015,14.26416,13.17,"Europe"
"Armenia","Fruits and Vegetables",2015,1262.998,1069.17,"Europe"
"Armenia","Meat",2015,75.66206,103.94,"Europe"
"Armenia","Oilseeds and Pulses",2015,8.682531,29.98,"Europe"
"Asia","Cereals",2015,575.4829,388.61,NA
"Asia","Dairy and Eggs",2015,150.2686,139.5,NA
"Asia","Fish and Seafood",2015,60.00281,47.55,NA
"Asia","Fruits and Vegetables",2015,531.5739,495.02,NA
"Asia","Meat",2015,63.38413,69.86,NA
"Asia","Oilseeds and Pulses",2015,236.9668,50.12,NA
"Australia","Cereals",2015,2822.707,188.21,NA
"Australia","Dairy and Eggs",2015,741.5169,461.56,NA
"Australia","Fish and Seafood",2015,19.48368,49.77,NA
"Australia","Fruits and Vegetables",2015,399.3775,328.35,NA
"Australia","Meat",2015,441.7943,275.5,NA
"Australia","Oilseeds and Pulses",2015,541.2975,57.28,NA
"Australia and New Zealand","Cereals",2015,2437.324,193.59,"North America and Oceania"
"Australia and New Zealand","Dairy and Eggs",2015,2039.265,427.8,"North America and Oceania"
"Australia and New Zealand","Fish and Seafood",2015,49.76531,49.6,"North America and Oceania"
"Australia and New Zealand","Fruits and Vegetables",2015,484.5285,330.65,"North America and Oceania"
"Australia and New Zealand","Meat",2015,500.2271,266.21,"North America and Oceania"
"Australia and New Zealand","Oilseeds and Pulses",2015,456.4998,53.27,"North America and Oceania"
"Austria","Cereals",2015,1016.455,231.46,"Europe"
"Austria","Dairy and Eggs",2015,781.1567,494.67,"Europe"
"Austria","Fish and Seafood",2015,0.8362443,28.07,"Europe"
"Austria","Fruits and Vegetables",2015,264.8804,382.73,"Europe"
"Austria","Meat",2015,225.995,201.83,"Europe"
"Austria","Oilseeds and Pulses",2015,106.6211,43.07,"Europe"
"Azerbaijan","Cereals",2015,546.5123,412.26,"N.Africa, W.Asia/C.Asia"
"Azerbaijan","Dairy and Eggs",2015,382.7566,274.66,"N.Africa, W.Asia/C.Asia"
"Azerbaijan","Fish and Seafood",2015,0.1885501,2.75,"N.Africa, W.Asia/C.Asia"
"Azerbaijan","Fruits and Vegetables",2015,520.5867,475.08,"N.Africa, W.Asia/C.Asia"
"Azerbaijan","Meat",2015,68.82077,76.14,"N.Africa, W.Asia/C.Asia"
"Azerbaijan","Oilseeds and Pulses",2015,56.56502,15.42,"N.Africa, W.Asia/C.Asia"
"Bahamas","Cereals",2015,4.848534,80.63,"North America and Oceania"
"Bahamas","Dairy and Eggs",2015,19.39414,59.84,"North America and Oceania"
"Bahamas","Fish and Seafood",2015,63.03095,55.74,"North America and Oceania"
"Bahamas","Fruits and Vegetables",2015,385.4585,472.61,"North America and Oceania"
"Bahamas","Meat",2015,31.51547,148.82,"North America and Oceania"
"Bahamas","Oilseeds and Pulses",2015,14.5456,29.44,"North America and Oceania"
"Bangladesh","Cereals",2015,643.7242,570.16,"SE Asia"
"Bangladesh","Dairy and Eggs",2015,46.99755,40.03,"SE Asia"
